Index,Food_name,Cuisine_id,Calories,Fat,Carbohydrates,Protein,Sodium,Meal_type_id,Veg_non_veg,Expected Price
1098,Veg Pizza,Restaurant Cafe,266,9,36,9,490,Wheat based,V,350
1099,Chicken Pasta,Restaurant Cafe,126,4.6,14,7.8,187,Wheat based,NV,300
1100,Chocolate Milkshake,Restaurant Cafe,113,3.3,19,2.6,86,Milk based,V,150
1101,Masala Chai,Restaurant Cafe,23,0.6,3.6,1.1,13,Milk based,V,50
1102,Veggie Sandwich,Restaurant Cafe,153,5.8,19,6.2,330,Wheat based,V,180
1103,Fruit Salad,Restaurant Cafe,65,0.5,16,0.7,2,Fruits,V,150
1104,Galouti Kebab,Awadhi,232,9.4,11,26,650,Meat based,NV,350
1105,Mutton Biryani,Awadhi,321,13,32,17,750,Rice based,NV,450
1106,Chicken Korma,Awadhi,219,12,6.3,21,300,Meat based,NV,320
1107,Paneer Pasanda,Awadhi,207,11,10,16,437,Milk based,V,290
1108,Navratan Korma,Awadhi,188,9.6,11,6.2,130,Milk based,V,250
1109,Kakori Kebab,Awadhi,187,10,6.3,16,450,Meat based,NV,340
1110,Tunde Kebab,Awadhi,238,14,6.3,23,430,Meat based,NV,360
1111,Dal Makhani,Awadhi,168,7.5,13,7.5,334,Wheat based,V,190
1112,Aloo Raita,Awadhi,55,2.2,6.2,2.1,43,Milk based,V,100
1113,Gajar Halwa,Awadhi,185,6.4,31,1.6,39,Milk based,V,150
1114,Sweet and Sour Pork,Cantonese,215,11,14,15,420,Meat based,NV,300
1115,Steamed Vermicelli Rolls,Cantonese,140,4.2,23.2,1.8,300,Wheat based,V,150
1116,Barbecued Pork Char Siu,Cantonese,351,20.1,10.5,29.7,949,Meat based,NV,450
1117,Dim Sum Shumai,Cantonese,179,10,13,8.2,456,Meat based,NV,250
1118,Stir Fried Beef and Broccoli,Cantonese,110,4.5,5.7,11.5,393,Meat based,NV,400
1119,Hot and Sour Soup,Cantonese,41,0.4,6.8,1.9,820,Salad based,V,150
1120,Sweetcorn Soup,Cantonese,64,0.8,11.3,3.1,530,Salad based,V,100
1121,Wonton Soup,Cantonese,79,1,10.7,6.8,543,Meat based,NV,200
1122,Steamed Fish,Cantonese,97,2.7,0.8,18.5,97,Sea food based,NV,600
1123,Stir Fried Mixed Vegetables,Cantonese,73,3.5,8.7,2.3,292,Salad based,V,200
1124,Bunny Chow,Durban,245,10.8,26.8,9.2,819,Wheat based,NV,200
1125,Samosas,Durban,318,20.2,27.9,6.8,619,Wheat based,NV,150
1126,Butter Chicken,Durban,260,15,12,20,530,Meat based,NV,300
1127,Beef Biryani,Durban,321,12,42,10,350,Rice based,NV,400
1128,Vegetable Curry,Durban,126,7,11,4.2,298,Meat based,V,200
1129,Gatsby,Durban,420,20,60,12,1100,Junk food,NV,250
1130,Sambar,Durban,87,1.4,17,2.6,820,Vegetarian based,V,100
1131,Chicken Tikka,Durban,166,3.9,2.8,30.3,218,Meat based,NV,350
1132,Sweetcorn Curry,Durban,108,3.6,16,3.2,418,Vegetarian based,V,150
1133,Fish Curry,Durban,136,5.2,5.9,17.8,390,Sea food based,NV,450
1134,Babi pongteh,Peranakan,250,15,12,15,800,Meat based,NV,300
1135,Itek tim,Peranakan,150,5,5,15,600,Meat based,NV,250
1136,Sambal udang,Peranakan,150,5,5,20,800,Sea food based,NV,400
1137,Ngoh hiang,Peranakan,200,10,10,10,600,Meat based,NV,200
1138,Kueh pie tee,Peranakan,100,5,10,5,200,Wheat based,V,100
1139,Ayam buah keluak,Peranakan,300,20,10,20,900,Meat based,NV,350
1140,Lontong,Peranakan,150,5,25,5,500,Rice based,V,100
1141,Chap chye,Peranakan,100,5,15,5,300,Vegetarian based,V,150
1142,Bakwan kepiting,Peranakan,150,10,10,10,700,Sea food based,NV,250
1143,Asam pedas,Peranakan,200,15,10,15,800,Sea food based,NV,300
1144,Sake nigiri,Sushi,168,3.4,24.6,9.9,50,Sea food based,NV,200
1145,Maguro nigiri,Sushi,169,0.6,35.6,4.6,37,Sea food based,NV,250
1146,Ebi nigiri,Sushi,136,0.8,29.7,5.9,92,Sea food based,NV,150
1147,Tamago nigiri,Sushi,158,5.2,24.7,5.5,130,Vegetarian based,V,100
1148,California roll,Sushi,255,7.3,38.1,9.2,517,Sea food based,NV,300
1149,Spicy tuna roll,Sushi,290,11.3,38.8,13.1,700,Sea food based,NV,350
1150,Tempura shrimp roll,Sushi,210,7.2,31.6,7.6,281,Sea food based,NV,280
1151,Unagi nigiri,Sushi,271,17.6,19.4,11.6,216,Sea food based,NV,400
1152,Salmon avocado roll,Sushi,304,12.6,37.8,9.7,481,Sea food based,NV,380
1153,Cucumber roll,Sushi,126,0.6,26.4,3.6,15,Vegetarian based,V,120
1154,Tortilla española,Tapas,151,9.7,8.8,7.7,357,Vegetarian based,V,100
1155,Patatas bravas,Tapas,153,8.7,16.8,1.7,373,Vegetarian based,V,120
1156,Albóndigas,Tapas,185,10.8,8.8,13.1,561,Meat based,NV,220
1157,Gambas al ajillo,Tapas,137,7.8,2.2,14.1,259,Sea food based,NV,300
1158,Chorizo al vino,Tapas,263,20.8,6.4,11.4,420,Meat based,NV,180
1159,Pulpo a la gallega,Tapas,135,6.3,6.3,14.4,219,Sea food based,NV,280
1160,Pincho moruno,Tapas,164,11.6,4.6,11.6,174,Meat based,NV,200
1161,Tortilla de camarones,Tapas,150,6.3,20.4,6.3,286,Sea food based,NV,150
1162,Boquerones en vinagre,Tapas,82,3.3,3.9,9.8,128,Sea food based,V,160
1163,Calamares a la romana,Tapas,206,13.9,18.9,5.7,223,Sea food based,NV,250
1164,Margherita,Pizza,237,9,27,10,423,Wheat based,V,250
1165,Pepperoni,Pizza,300,12,30,15,550,Meat based,NV,300
1166,Hawaiian,Pizza,265,9,28,13,400,Wheat based,NV,350
1167,Veggie Delight,Pizza,205,7,23,10,350,Wheat based,V,300
1168,Mexican Green Wave,Pizza,250,9,26,13,450,Wheat based,V,350
1169,Four Cheese,Pizza,270,11,28,12,530,Wheat based,V,400
1170,Chicken Supreme,Pizza,275,11,24,15,500,Meat based,NV,400
1171,Barbeque Chicken,Pizza,285,11,28,14,470,Meat based,NV,400
1172,Meat Lovers,Pizza,320,15,27,16,630,Meat based,NV,450
1173,Mushroom & Onion,Pizza,240,9,25,12,410,Wheat based,V,300
1174,Pesto Chicken Pizza,Pizza,294,14,27,15,600,Meat based,NV,600
1175,Spinach and Feta Pizza,Pizza,230,9,28,10,590,Vegetarian based,NV,400
1176,BBQ Chicken Pizza,Pizza,275,12,28,14,790,Meat based,NV,550
1177,Marinara Pizza,Pizza,250,10,28,12,550,Vegetarian based,NV,400
1178,Chicken Tikka Pizza,Pizza,300,13,28,16,710,Meat based,NV,500
1179,Barbecue Pork Pizza,Pizza,290,12,27,14,660,Meat based,NV,600
1180,Idli,South Indian,39,0.4,8.4,1.9,4,Rice based,V,10
1181,Dosa,South Indian,133,2.2,25,4.4,11,Rice based,V,30
1182,Medu vada,South Indian,143,1,28,4.6,21,Meat based,V,20
1183,Upma,South Indian,132,6.2,16,2.6,18,Wheat based,V,15
1184,Pongal,South Indian,120,5,17,3.7,300,Rice based,V,25
1185,Lemon rice,South Indian,158,5.6,27,2.8,12,Rice based,V,40
1186,Coconut chutney,South Indian,130,14,3,1.3,10,Salad based,V,20
1187,Sambar,South Indian,57,0.7,9,2.6,600,Salad based,V,30
1188,Rava dosa,South Indian,142,2.6,26,4.1,11,Wheat based,V,35
1189,Appam,South Indian,127,0.3,27,3.1,9,Rice based,V,45
1190,Kesari bath,South Indian,190,6.3,33,1.9,9,Milk based,V,40
1191,Masala dosa,South Indian,315,13,47,8,900,Rice based,V,50
1192,Poori,South Indian,283,14,35,6,295,Wheat based,V,25
1193,Onion uttapam,South Indian,212,7,32,4.6,214,Wheat based,V,30
1194,Papadum,South Indian,371,15,47,15,680,Junk food,V,10
1195,Rasam,South Indian,24,0.2,4.7,0.9,353,Salad based,V,30
1196,Mango rice,South Indian,160,7,23,3,10,Rice based,V,35
1197,Veg biryani,South Indian,201,6.4,33,4.4,1040,Rice based,V,80
1198,Tomato chutney,South Indian,114,5,16,1.7,425,Salad based,V,15
1199,Curd rice,South Indian,108,2.9,18,2.8,47,Rice based,V,25
1200,Kuzhi paniyaram,South Indian,236,9,31,5,25,Wheat based,V,45
1201,Avial,South Indian,61,3.5,5,2.3,7,Salad based,V,40
1202,Kerala style fish curry,South Indian,182,11,8,14,100,Sea food based,NV,180
1203,Masala vada,South Indian,143,7.2,15,4.2,37,Meat based,V,20
1204,Kara kuzhambu,South Indian,135,5.7,16,3.8,480,Salad based,V,100
1205,Nasi Lemak,Malay,296,12.8,34.2,6.2,191,Rice based,NV,60
1206,Rendang,Malay,329,20.0,7.0,27.0,819,Meat based,NV,350
1207,Assam Laksa,Malay,96,0.7,19.2,2.9,557,Sea food based,V,120
1208,Char Kuay Teow,Malay,300,14.0,27.0,11.0,508,Sea food based,NV,100
1209,Otak-otak,Malay,120,5.0,7.0,11.0,346,Sea food based,NV,80
1210,Mee Goreng,Malay,293,12.0,41.0,8.0,748,Wheat based,NV,70
1211,Acar,Malay,55,0.1,12.7,0.5,345,Salad based,V,50
1212,Satay,Malay,230,15.0,5.0,18.0,835,Meat based,NV,150
1213,Lontong,Malay,114,2.0,23.0,2.0,19,Rice based,V,50
1214,Putu Mayam,Malay,180,2.0,35.0,7.0,0,Wheat based,V,30
1215,Litti Chokha,Bihari,375,18.0,46.0,9.0,709,Wheat based,NV,80
1216,Makhana Kheer,Bihari,94,1.1,19.3,3.3,40,Milk based,V,60
1217,Thekua,Bihari,496,26.0,63.0,6.0,190,Wheat based,V,30
1218,Chana Ghugni,Bihari,186,4.0,29.0,9.0,585,Wheat based,V,40
1219,Parwal Ki Mithai,Bihari,247,11.3,36.3,3.7,8,Fruits,V,70
1220,Sattu Paratha,Bihari,290,12.5,35.0,10.5,0,Wheat based,V,60
1221,Dhuska,Bihari,174,5.6,24.6,5.1,189,Wheat based,V,50
1222,Aloo Bhujia,Bihari,136,5.0,19.0,3.0,321,Wheat based,V,20
1223,Lauki Ki Launj,Bihari,131,3.8,25.4,1.4,145,Fruits,V,40
1224,Chana Dal Pitha,Bihari,180,4.2,30.2,6.0,9,Rice based,V,30
1225,Veggie Delite,Sandwich,120,3.5,20,2,215,Wheat based,V,150
1226,Tuna Sub,Sandwich,163,2.9,24,13,449,Sea food based,NV,250
1227,Chicken Teriyaki,Sandwich,160,3.5,23,11,321,Meat based,NV,220
1228,Spicy Italian,Sandwich,208,10,25,14,856,Meat based,NV,180
1229,Steak and Cheese,Sandwich,198,10,21,11,478,Meat based,NV,220
1230,Turkey Breast and Ham,Sandwich,125,1.5,21,8,738,Meat based,NV,200
1231,B.L.T.,Sandwich,270,14,29,6,654,Meat based,V,180
1232,Veggie Patty,Sandwich,208,8.6,25,6.7,351,Meat based,V,200
1233,Meatball Marinara,Sandwich,279,10,33,14,733,Meat based,NV,180
1234,Subway Club,Sandwich,120,1.5,19,8,421,Meat based,NV,200
1235,Neer Dosa,Mangalorean,62,0.2,14,1.5,70,Rice based,V,40
1236,Kori Rotti,Mangalorean,300,12,23,20,640,Meat based,NV,300
1237,Chicken Sukka,Mangalorean,270,15,10,22,325,Meat based,NV,250
1238,Kori Gassi,Mangalorean,265,16,13,17,300,Meat based,NV,280
1239,Mangalore Buns,Mangalorean,258,10,38,4,388,Wheat based,V,40
1240,Goli Baje,Mangalorean,148,2.2,31,2.7,299,Wheat based,V,50
1241,Chicken Ghee Roast,Mangalorean,319,19,6.3,28,600,Meat based,NV,300
1242,Pundi Gatti,Mangalorean,122,6.3,15,1.6,44,Rice based,V,60
1243,Kane Rava Fry,Mangalorean,280,15,10,27,415,Sea food based,NV,350
1244,Mutton Biryani,Mangalorean,218,9.4,22,11,420,Rice based,NV,300
1245,Waffles,Belgian,362,11.7,59.6,6.9,216,Dessert,V,150
1246,Frites,Belgian,312,0.4,62.2,4.9,10,Junk food,V,100
1247,Stoofvlees met Frieten,Belgian,177,5.2,5.5,23.5,60,Meat based,NV,250
1248,Waterzooi,Belgian,82,4.2,2.4,7.4,44,Sea food based,NV,200
1249,Moules-frites,Belgian,217,7.1,15.8,18.1,247,Sea food based,NV,300
1250,Speculoos,Belgian,471,20,66,5.2,322,Dessert,V,50
1251,Croquettes de crevettes,Belgian,205,11.9,19.3,6.7,337,Sea food based,NV,150
1252,Carbonade Flamande,Belgian,150,4.5,5,21.5,59,Meat based,NV,200
1253,Tartiflette,Belgian,240,15,15,9,360,Meat based,NV,300
1254,Chicons au gratin,Belgian,162,11.7,8.6,5.7,390,Salad based,V,150
1255,Shish kebab,Armenian,188,8.7,0.9,25.7,47,Meat based,NV,300
1256,Dolma,Armenian,83,3.9,10.7,2.2,234,Vegetarian based,V,150
1257,Khash,Armenian,96,3.9,1.1,14.7,1135,Meat based,NV,250
1258,Harissa,Armenian,238,8.3,34.3,6.3,10,Meat based,NV,200
1259,Manti,Armenian,213,8,27,8,537,Meat based,NV,300
1260,Matnakash,Armenian,269,2.2,53.1,7.8,520,Wheat based,V,50
1261,Kufta,Armenian,120,4.4,7.4,11.8,43,Meat based,NV,200
1262,Black tea,Tea,1,0.1,0.3,0.1,5,Milk based,V,100
1263,Green tea,Tea,1,0.1,0.2,0.2,1,Milk based,V,150
1264,White tea,Tea,1,0.1,0.3,0.1,5,Milk based,V,200
1265,Oolong tea,Tea,1,0.1,0.2,0.1,1,Milk based,V,250
1266,Lemon tea,Tea,20,0.1,4.6,0.2,2,Milk based,V,50
1267,Masala tea,Tea,30,0.3,4.7,0.8,3,Milk based,V,70
1268,Ginger tea,Tea,12,0.5,2.4,0.1,1,Milk based,V,60
1269,Chamomile tea,Tea,1,0.1,0.2,0.2,1,Milk based,V,300
1270,Peppermint tea,Tea,1,0.1,0.2,0.2,1,Milk based,V,200
1271,Hibiscus tea,Tea,0,0,0,0,0,Fruits,V,150
1272,Hummus,Arabian,177,9.6,17.6,4.8,260,Salad based,V,150
1273,Falafel,Arabian,333,14.9,41.4,12.9,294,Meat based,V,200
1274,Tabbouleh,Arabian,140,5.5,21.5,4,20,Salad based,V,180
1275,Shawarma,Arabian,218,10.6,20.6,11.3,527,Meat based,NV,250
1276,Shakshuka,Arabian,102,6.5,5.7,5.5,234,Meat based,V,220
1277,Labneh,Arabian,116,10.5,2.7,2.8,40,Milk based,V,180
1278,Baba ganoush,Arabian,133,10.9,7.6,2.6,12,Salad based,V,190
1279,Mutabbal,Arabian,210,21,3.7,1.8,33,Salad based,V,220
1280,Kofta,Arabian,222,16.2,6.2,13.2,350,Meat based,NV,280
1281,Manakish,Arabian,284,10.6,37.6,8.8,473,Wheat based,V,150
1282,Thenthuk,Tibetan,108,3.9,16,4.4,610,Wheat based,V,150
1283,Shapta,Tibetan,240,14,7,21,670,Meat based,NV,350
1284,Momos,Tibetan,97,2,13,5.2,350,Wheat based,V,100
1285,Chhurpi soup,Tibetan,73,0.7,5.5,12.7,500,Milk based,V,90
1286,Phing Sha,Tibetan,142,5,13,11,500,Meat based,NV,300
1287,Tingmo,Tibetan,255,5,47,5,410,Wheat based,V,80
1288,Thukpa,Tibetan,160,5.5,20,8,430,Wheat based,V,120
1289,Sha Balep,Tibetan,145,6.4,15.8,7.6,380,Wheat based,V,70
1290,Gyuma,Tibetan,272,17,19,11,480,Meat based,NV,400
1291,Shabalay,Tibetan,130,2.3,21.1,5.7,420,Wheat based,V,80
1292,Butter Tea,Tibetan,49,4.5,0.4,1.1,55,Milk based,V,50
1293,Khapse,Tibetan,250,13,29,4,0,Wheat based,V,120
1294,Laping,Tibetan,86,0.2,17,4.8,230,Salad based,V,80
1295,Gyathuk,Tibetan,102,3,13,5,250,Wheat based,V,120
1296,Saelroti,Tibetan,260,1.5,52,5,0,Wheat based,V,60
1297,Tacos al Pastor,Mexican,220,11,18,15,540,Meat based,NV,200
1298,Guacamole,Mexican,160,15,8,2,150,Salad based,V,150
1299,Pico de Gallo,Mexican,20,0,5,1,150,Salad based,V,50
1300,Chiles Rellenos,Mexican,165,8,17,7,135,Vegetarian based,V,180
1301,Pozole,Mexican,169,5.4,20,12,634,Meat based,NV,200
1302,Enchiladas Verdes,Mexican,170,9,17,7,500,Vegetarian based,V,180
1303,Tamales,Mexican,269,16,24,7,356,Vegetarian based,V,150
1304,Chimichanga,Mexican,800,40,60,45,1800,Meat based,NV,250
1305,Churros,Mexican,220,11,27,3,250,Dessert,V,100
1306,Flautas,Mexican,305,15,33,10,580,Meat based,NV,220
1307,Quesadillas,Mexican,240,11,27,9,480,Vegetarian based,V,150
1308,Tostadas,Mexican,170,3,32,4,210,Vegetarian based,V,100
1309,Burrito,Mexican,320,15,29,16,760,Meat based,NV,220
1310,Empanadas,Mexican,210,10,24,7,430,Meat based,NV,150
1311,Mole Poblano,Mexican,135,7,11,7,280,Meat based,NV,200
1312,Potato Borek,Bírek,307,15,34,7,372,Vegetarian based,V,70
1313,Spinach and Feta Cheese Börek,Bírek,290,16.4,26.2,9.4,673,Vegetarian based,V,100
1314,Lamb Börek,Bírek,246,9.9,19.5,19.8,355,Meat based,NV,200
1315,Ground Beef Börek,Bírek,243,10.9,20.8,17.2,311,Meat based,NV,220
1316,Chicken Börek,Bírek,207,9,21,11,250,Meat based,NV,150
1317,Pumpkin Börek,Bírek,202,9.4,26.3,3.4,291,Vegetarian based,V,80
1318,Peppers and Cheese Börek,Bírek,163,9.7,12.6,7.7,324,Vegetarian based,V,120
1319,Potato and Onion Börek,Bírek,143,7,17,3,270,Vegetarian based,V,70
1320,Meat Börek,Bírek,141,6.9,13.2,8.8,278,Meat based,NV,250
1321,Spicy Spinach and Cheese Börek,Bírek,136,8.8,7.7,6.3,335,Vegetarian based,V,100
1322,Ground Meat and Potato Börek,Bírek,119,4.3,15.3,4.7,280,Meat based,NV,180
1323,Feta Cheese and Parsley Börek,Bírek,113,6.2,8.7,5.8,343,Milk based,V,100
1324,Minced Meat Börek,Bírek,98,3.7,8.8,6.9,187,Meat based,NV,200
1325,Spinach and Cheese Börek,Bírek,82,3.5,9.5,3.3,180,Milk based,V,100
1326,Green Lentil Börek,Bírek,71,1,11,4,283,Vegetarian based,V,50
1327,Samosa,Pakistani,262,17.0,23.0,4.9,225,Meat based,NV,15
1328,Haleem,Pakistani,167,3.4,27.2,7.2,27,Meat based,NV,100
1329,Nihari,Pakistani,340,25.8,5.6,21.6,200,Meat based,NV,250
1330,Tikka Masala,Pakistani,173,8.8,11.7,12.3,30,Meat based,NV,350
1331,Kebab Roll,Pakistani,183,12.0,10.0,9.0,200,Meat based,NV,150
1332,Chaat,Pakistani,100,3.0,15.0,2.0,200,Vegetarian based,V,50
1333,Pakora,Pakistani,200,10.0,20.0,2.0,50,Vegetarian based,V,60
1334,Biryani,Pakistani,233,10.0,28.0,7.0,100,Rice based,NV,200
1335,Halwa Poori,Pakistani,344,15.4,42.3,7.1,177,Wheat based,V,80
1336,Shawarma,Pakistani,289,14.0,23.0,18.0,720,Meat based,NV,200
1337,Chapli Kebab,Pakistani,239,15.7,5.5,17.0,520,Meat based,NV,150
1338,Paye,Pakistani,90,3.0,3.0,13.0,15,Meat based,NV,150
1339,Chana Chaat,Pakistani,200,7.5,25.0,7.5,150,Vegetarian based,V,70
1340,Aloo Gobi,Pakistani,120,7.6,12.6,2.6,240,Vegetarian based,V,120
1341,Tandoori Chicken,Pakistani,165,8.9,0.0,18.7,127,Meat based,NV,350
1342,Pizza,World Cuisine,267,10.7,33.2,11.9,565,Wheat based,NV,300
1343,Sushi,World Cuisine,129,0.5,25.5,3.3,360,Sea food based,NV,500
1344,Paella,World Cuisine,186,4.4,27.4,8.7,536,Rice based,NV,700
1345,Chicken Tikka Masala,World Cuisine,190,10,15,10,600,Meat based,NV,400
1346,Peking Duck,World Cuisine,337,23,0,30,460,Meat based,NV,1200
1347,Chimichangas,World Cuisine,301,15.4,26.3,13,497,Wheat based,NV,450
1348,Chicken Pad Thai,World Cuisine,180,5.5,28,7,592,Rice based,NV,350
1349,Beef Bourguignon,World Cuisine,156,6.2,6.7,18,97,Meat based,NV,900
1350,Falafel,World Cuisine,333,14.7,41,14.5,350,Wheat based,V,200
1351,Lasagna,World Cuisine,133,5.2,15.5,7.5,330,Wheat based,NV,350
1352,Samosas,World Cuisine,298,16.4,28.4,7.3,473,Wheat based,NV,150
1353,Pho,World Cuisine,17,0.1,3.6,0.9,23,Rice based,NV,250
1354,Ratatouille,World Cuisine,57,2.2,8.7,1.8,50,Vegetarian based,V,300
1355,Hummus,World Cuisine,177,10.3,16.2,4.8,238,Milk based,V,150
1356,Beef Stroganoff,World Cuisine,173,9,7,17,350,Meat based,NV,800
1357,Avocado Toast,Contemporary,246,16.5,16.5,7,230,Wheat based,V,250
1358,Quinoa Salad,Contemporary,120,2,20,5,10,Salad based,V,300
1359,Grilled Salmon,Contemporary,206,8,0,30,50,Sea food based,NV,600
1360,Vegan Burger,Contemporary,301,16,23,15,400,Wheat based,V,400
1361,Chicken Caesar Salad,Contemporary,215,13,7,17,540,Salad based,NV,350
1362,Buddha Bowl,Contemporary,209,11.4,23.7,6,173,Vegetarian based,V,400
1363,Baked Sweet Potato,Contemporary,103,0.2,23.6,1.6,41,Vegetarian based,V,150
1364,Shakshuka,Contemporary,123,9,4,6,200,Milk based,V,200
1365,Smoked Salmon Bagel,Contemporary,248,11,24,13,551,Wheat based,NV,350
1366,Cauliflower Fried Rice,Contemporary,111,3.7,17,3.3,378,Rice based,V,200
1367,Grilled Chicken Wrap,Contemporary,208,7.8,22.3,12,438,Wheat based,NV,250
1368,Spinach and Feta Omelette,Contemporary,121,8,2,10,452,Milk based,V,150
1369,Tofu Stir Fry,Contemporary,111,7,5,8,271,Meat based,V,300
1370,Beetroot and Feta Salad,Contemporary,146,8.4,10.8,7.4,331,Salad based,V,250
1371,Green Smoothie Bowl,Contemporary,104,1.8,20.2,2.9,44,Fruits,V,200
1372,Hot and Sour Soup,Chinese,25,0.4,4.4,1.4,927,Meat based,V,150
1373,Steamed Dumplings,Chinese,218,5.7,33.6,7.7,480,Wheat based,NV,250
1374,Kung Pao Chicken,Chinese,128,8.2,7.2,6.8,588,Meat based,NV,400
1375,Mapo Tofu,Chinese,124,9,4,6,419,Vegetarian based,V,200
1376,Beef Chow Fun,Chinese,181,7,18,11,664,Rice based,NV,350
1377,General Tso's Chicken,Chinese,283,10.3,27.3,20.3,575,Meat based,NV,500
1378,Wonton Soup,Chinese,62,1,9,3,315,Meat based,NV,200
1379,Egg Fried Rice,Chinese,167,4,28,4,238,Rice based,V,150
1380,Moo Shu Pork,Chinese,282,11,29,16,1295,Meat based,NV,400
1381,Shrimp Lo Mein,Chinese,204,5,26,13,703,Wheat based,NV,300
1382,Stir-Fried Green Beans,Chinese,87,3,8,3,143,Vegetarian based,V,150
1383,Hot Pot,Chinese,238,14,7,21,1300,Meat based,NV,800
1384,Mongolian Beef,Chinese,248,11.5,5,28.5,806,Meat based,NV,500
1385,Kung Pao Shrimp,Chinese,128,8.2,7.2,6.8,588,Sea food based,NV,400
1386,Dim Sum,Chinese,81,4.4,7.4,3.4,316,Wheat based,NV,250
1387,Palak Paneer,Vegetarian based,107,8,7,5,375,Vegetarian based,V,200
1388,Chana Masala,Vegetarian based,95,2,18,3,259,Vegetarian based,V,150
1389,Aloo Gobi,Vegetarian based,118,7,12,3,284,Vegetarian based,V,180
1390,Paneer Tikka Masala,Vegetarian based,283,21,13,12,469,Milk based,V,350
1391,Baingan Bharta,Vegetarian based,102,6,8,2,356,Vegetarian based,V,170
1392,Mushroom Tikka Masala,Vegetarian based,152,9,9,9,368,Salad based,V,250
1393,Chhole Bhature,Vegetarian based,452,20,57,10,695,Wheat based,V,300
1394,Dal Makhani,Vegetarian based,106,5,12,4,308,Vegetarian based,V,180
1395,Navratan Korma,Vegetarian based,172,10,14,4,402,Vegetarian based,V,220
1396,Paneer Butter Masala,Vegetarian based,235,14,12,12,322,Milk based,V,280
1397,Mattar Paneer,Vegetarian based,118,8,6,6,345,Vegetarian based,V,190
1398,Vegetable Biryani,Vegetarian based,175,3,33,3,345,Rice based,V,250
1399,Palak Tofu,Vegetarian based,63,4,3,5,144,Vegetarian based,V,180
1400,Veg Manchurian,Vegetarian based,150,8,16,4,414,Wheat based,V,200
1401,Aloo Paratha,Vegetarian based,238,10,33,5,456,Wheat based,V,150
1402,Chicken Shish Kebab,Kebab,110,2.1,0.5,23.7,160,Meat based,NV,350
1403,Adana Kebab,Kebab,135,7.6,0.8,14.2,164,Meat based,NV,300
1404,Lamb Shish Kebab,Kebab,120,2.9,0.2,26.1,170,Meat based,NV,400
1405,Chicken Doner Kebab,Kebab,215,14,11,12,697,Meat based,NV,250
1406,Beef Doner Kebab,Kebab,250,19,7,12,635,Meat based,NV,300
1407,Lamb Doner Kebab,Kebab,250,18,7,12,700,Meat based,NV,350
1408,Falafel Kebab,Kebab,234,15,13,9.6,625,Vegetarian based,V,200
1409,Veg Seekh Kebab,Kebab,140,8,12,5,350,Vegetarian based,V,180
1410,Hariyali Paneer Kebab,Kebab,226,15,14,8,420,Milk based,V,250
1411,Mushroom Tikka Kebab,Kebab,111,5.5,12.8,5.5,232,Salad based,V,180
1412,Paneer Tikka Kebab,Kebab,182,12,5,15,308,Milk based,V,280
1413,Tandoori Chicken,Kebab,165,3.6,0.8,29,408,Meat based,NV,320
1414,Hariyali Chicken Kebab,Kebab,132,6.9,0.6,16.8,316,Meat based,NV,350
1415,Fish Tikka Kebab,Kebab,129,7.3,3.7,13.4,180,Sea food based,NV,280
1416,Prawn Tikka Kebab,Kebab,156,8.2,5.5,14.2,211,Sea food based,NV,350
1417,Pizza Margherita,Italian,266,9.4,36.7,9.4,482,Wheat based,V,300
1418,Lasagne,Italian,141,6.7,9.5,9.9,202,Wheat based,NV,350
1419,Spaghetti Carbonara,Italian,371,19,34,16,719,Wheat based,NV,400
1420,Pesto Pasta,Italian,335,26,9.3,12,494,Wheat based,V,350
1421,Panzenella Salad,Italian,172,9.6,13.6,6.1,305,Salad based,V,250
1422,Risotto,Italian,97,1.5,19,2.5,290,Rice based,V,300
1423,Bruschetta,Italian,174,10,16,4,243,Wheat based,V,180
1424,Minestrone Soup,Italian,46,0.8,8.3,1.6,235,Vegetarian based,V,200
1425,Osso Bucco,Italian,342,19,7.6,34,200,Meat based,NV,600
1426,Chicken Parmigiana,Italian,404,24,8,39,739,Meat based,NV,450
1427,Calzone,Italian,238,7.8,32,12,510,Wheat based,NV,350
1428,Tiramisu,Italian,240,13,26,4,47,Milk based,V,150
1429,Panna Cotta,Italian,177,10,18,3,53,Milk based,V,180
1430,Arancini,Italian,280,14,32,9,460,Rice based,V,250
1431,Italian Gelato,Italian,219,11,22,5,77,Milk based,V,150
1432,Hummus,Middle Eastern,166,9.6,14,5.2,490,Vegetarian based,V,150
1433,Baba Ghanoush,Middle Eastern,160,14,8,2,400,Vegetarian based,V,150
1434,Falafel,Middle Eastern,323,18,32,13,622,Vegetarian based,V,200
1435,Shawarma,Middle Eastern,360,25,9,26,972,Meat based,NV,250
1436,Mansaf,Middle Eastern,581,30,56,31,926,Meat based,NV,500
1437,Tabbouleh,Middle Eastern,80,3,12,3,20,Salad based,V,150
1438,Labneh,Middle Eastern,116,10,4.4,2.2,32,Milk based,V,200
1439,Fatteh,Middle Eastern,330,22,23,11,670,Vegetarian based,V,250
1440,Manakish,Middle Eastern,272,8.6,38,9.6,210,Wheat based,V,200
1441,Muhammara,Middle Eastern,150,12,10,2,330,Vegetarian based,V,180
1442,Maqluba,Middle Eastern,345,17,28,19,720,Rice based,NV,300
1443,Shakshuka,Middle Eastern,128,9,5,6,320,Egg based,V,200
